#proteinId,iprId,iprDesc,domainDb,domainId,domainDesc,numHits,domainStarts,domainEnds,score
1,IPR002529,"Fumarylacetoacetase, C-terminal",HMMPfam,PF01557,Fumarylacetoacetate (FAA) hydrolase family,1,"567,","779,",6.80E-57
9061,IPR001609,"Myosin head, motor domain",SMART,SM00242,Myosin. Large ATPases.,1,"1,","787,",7.60E-110
9061,\N,\N,SUPERFAMILY,SSF109715,\N,1,"1824,","1884,",9.02E-16
9061,IPR027417,P-loop containing nucleoside triphosphate hydrolase,SUPERFAMILY,SSF52540,\N,2,"77,654,","576,782,","8.35E-133,8.35E-133"
9061,IPR029044,Nucleotide-diphospho-sugar transferases,SUPERFAMILY,SSF53448,\N,2,"1240,1369,","1300,1616,","9.85E-32,9.85E-32"
9061,IPR001199,Cytochrome b5-like heme/steroid binding domain,SUPERFAMILY,SSF55856,\N,1,"950,","1023,",3.27E-13
9062,IPR001609,"Myosin head, motor domain",HMMPfam,PF00063,Myosin head (motor domain),1,"22,","603,",2.80E-59
9062,IPR001199,Cytochrome b5-like heme/steroid binding domain,HMMPfam,PF00173,Cytochrome b5-like Heme/Steroid binding domain,2,"795,926,","922,1012,","4.3E-11,3.2E-5"
9062,\N,\N,HMMPfam,PF03142,Chitin synthase,1,"1035,","1543,",1.30E-234
9062,IPR014876,"DEK, C-terminal",HMMPfam,PF08766,DEK C terminal domain,1,"1713,","1767,",2.20E-14
9062,IPR001609,"Myosin head, motor domain",SMART,SM00242,Myosin. Large ATPases.,1,"19,","601,",4.80E-06
9062,\N,\N,SUPERFAMILY,SSF109715,\N,1,"1709,","1765,",1.31E-06
9062,IPR027417,P-loop containing nucleoside triphosphate hydrolase,SUPERFAMILY,SSF52540,\N,1,"26,","600,",1.73E-64
9062,IPR029044,Nucleotide-diphospho-sugar transferases,SUPERFAMILY,SSF53448,\N,2,"1060,1195,","1124,1506,","7.55E-36,7.55E-36"
9062,IPR001199,Cytochrome b5-like heme/steroid binding domain,SUPERFAMILY,SSF55856,\N,1,"786,","854,",1.44E-09
9063,IPR003959,"ATPase, AAA-type, core",HMMPfam,PF00004,ATPase family associated with various cellular activities (AAA),1,"405,","535,",1.50E-42
9063,IPR000642,Peptidase M41,HMMPfam,PF01434,Peptidase family M41,1,"596,","794,",4.30E-65
9063,IPR003960,"ATPase, AAA-type, conserved site",ProSitePatterns,PS00674,AAA-protein family signature.,1,"505,","523,",-
9063,IPR003593,AAA+ ATPase domain,SMART,SM00382,ATPases associated with a variety of cellular activities,1,"401,","537,",7.40E-25
9063,\N,\N,SUPERFAMILY,SSF140990,\N,1,"617,","800,",4.97E-58
9063,IPR027417,P-loop containing nucleoside triphosphate hydrolase,SUPERFAMILY,SSF52540,\N,1,"364,","605,",8.16E-69
9063,IPR005936,"Peptidase, FtsH",TIGRFAM,TIGR01241,FtsH_fam: ATP-dependent metallopeptidase HflB,1,"330,","795,",1.30E-174
9064,IPR001441,Decaprenyl diphosphate synthase-like,HMMPfam,PF01255,Putative undecaprenyl diphosphate synthase,1,"46,","376,",8.70E-83
9064,IPR018520,"Di-trans-poly-cis-decaprenylcistransferase-like, conserved site",ProSitePatterns,PS01066,Undecaprenyl pyrophosphate synthase family signature.,1,"321,","338,",-
9064,IPR001441,Decaprenyl diphosphate synthase-like,SUPERFAMILY,SSF64005,\N,2,"36,293,","190,371,","2.09E-46,7.32E-24"
9064,IPR001441,Decaprenyl diphosphate synthase-like,TIGRFAM,TIGR00055,"uppS: di-trans,poly-cis-decaprenylcistransferase",1,"39,","189,",1.20E-47
9065,IPR001005,SANT/Myb domain,HMMPfam,PF00249,Myb-like DNA-binding domain,1,"416,","457,",1.50E-07
9065,IPR007526,SWIRM domain,HMMPfam,PF04433,SWIRM domain,1,"135,","221,",4.10E-35
9065,IPR007526,SWIRM domain,ProSiteProfiles,PS50934,SWIRM domain profile.,1,"133,","230,",29.248
9065,IPR017884,SANT domain,ProSiteProfiles,PS51293,SANT domain profile.,1,"412,","463,",20.649
9065,IPR001005,SANT/Myb domain,SMART,SM00717,"SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains",1,"413,","461,",4.90E-11
9065,IPR009057,Homeodomain-like,SUPERFAMILY,SSF46689,\N,2,"129,409,","233,463,","5.91E-35,2.09E-11"
9066,IPR008427,"Extracellular membrane protein, CFEM domain",HMMPfam,PF05730,CFEM domain,1,"22,","86,",2.20E-11
9066,IPR014005,"Extracellular membrane protein, CFEM domain, fungi",SMART,SM00747,\N,1,"21,","86,",1.90E-06
9067,IPR003959,"ATPase, AAA-type, core",HMMPfam,PF00004,ATPase family associated with various cellular activities (AAA),1,"277,","377,",2.90E-12
9067,IPR003593,AAA+ ATPase domain,SMART,SM00382,ATPases associated with a variety of cellular activities,1,"273,","437,",6.80E-10
9067,IPR027417,P-loop containing nucleoside triphosphate hydrolase,SUPERFAMILY,SSF52540,\N,1,"215,","468,",1.20E-27
9069,IPR000210,BTB/POZ-like,ProSiteProfiles,PS50097,BTB domain profile.,1,"15,","90,",8.565
9069,IPR011333,BTB/POZ fold,SUPERFAMILY,SSF54695,\N,1,"18,","125,",6.28E-06
9070,IPR008250,"P-type ATPase, A  domain",HMMPfam,PF00122,E1-E2 ATPase,1,"97,","365,",3.40E-65
9070,IPR006068,"Cation-transporting P-type ATPase, C-terminal",HMMPfam,PF00689,"Cation transporting ATPase, C-terminus",1,"817,","1017,",2.70E-30
9070,IPR004014,"Cation-transporting P-type ATPase, N-terminal",HMMPfam,PF00690,"Cation transporter/ATPase, N-terminus",1,"18,","85,",9.60E-19
9070,IPR023214,HAD-like domain,HMMPfam,PF00702,haloacid dehalogenase-like hydrolase,1,"372,","741,",9.90E-29
9070,IPR001757,P-type ATPase,PRINTS,PR00119,P-type cation-transporting ATPase superfamily signature,6,"175,373,616,638,727,751,","189,387,627,648,746,763,","4.4E-40,4.4E-40,4.4E-40,4.4E-40,4.4E-40,4.4E-40"
9070,IPR018303,"P-type ATPase, phosphorylation site",ProSitePatterns,PS00154,E1-E2 ATPases phosphorylation site.,1,"375,","381,",-
9070,IPR004014,"Cation-transporting P-type ATPase, N-terminal",SMART,SM00831,"Cation transporter/ATPase, N-terminus",1,"16,","90,",2.30E-19
9070,IPR023214,HAD-like domain,SUPERFAMILY,SSF56784,\N,2,"372,564,","391,835,","5.85E-52,5.85E-52"
9070,\N,\N,SUPERFAMILY,SSF81653,\N,1,"127,","236,",3.14E-30
9070,IPR023299,"P-type ATPase, cytoplasmic domain N",SUPERFAMILY,SSF81660,\N,1,"380,","620,",1.34E-48
9070,\N,\N,SUPERFAMILY,SSF81665,\N,3,"16,276,777,","128,367,1024,","1.57E-109,1.57E-109,1.57E-109"
9070,IPR001757,P-type ATPase,TIGRFAM,TIGR01494,"ATPase_P-type: HAD ATPase, P-type, family IC",3,"97,282,702,","220,393,808,","1.9E-20,1.7E-23,9.7E-29"
9070,IPR006414,"P-type ATPase, subfamily IID",TIGRFAM,TIGR01523,"ATPase-IID_K-Na: potassium/sodium efflux P-type ATPase, fungal-type",1,"34,","1024,",0
9071,IPR007219,"Transcription factor domain, fungi",HMMPfam,PF04082,Fungal specific transcription factor domain,1,"218,","390,",7.20E-12
9073,IPR018108,Mitochondrial substrate/solute carrier,HMMPfam,PF00153,Mitochondrial carrier protein,3,"5,91,193,","86,180,273,","2.9E-13,4.0E-18,1.1E-17"
9073,IPR018108,Mitochondrial substrate/solute carrier,ProSiteProfiles,PS50920,Solute carrier (Solcar) repeat profile.,3,"5,92,189,","83,181,271,","16.056,16.506,19.274"
9073,IPR023395,Mitochondrial carrier domain,SUPERFAMILY,SSF103506,\N,1,"19,","267,",6.54E-59
9077,IPR000719,Protein kinase domain,HMMPfam,PF00069,Protein kinase domain,1,"36,","367,",4.10E-36
9077,IPR000719,Protein kinase domain,ProSiteProfiles,PS50011,Protein kinase domain profile.,1,"36,","367,",28.584
9077,IPR002290,"Serine/threonine/dual specificity protein kinase, catalytic  domain",SMART,SM00220,"Serine/Threonine protein kinases, catalytic domain",1,"36,","367,",1.20E-33
9077,IPR011009,Protein kinase-like domain,SUPERFAMILY,SSF56112,\N,2,"23,220,","175,372,","5.29E-54,5.29E-54"
9078,IPR005828,General substrate transporter,HMMPfam,PF00083,Sugar (and other) transporter,1,"69,","482,",9.30E-40
9078,IPR020846,Major facilitator superfamily domain,ProSiteProfiles,PS50850,Major facilitator superfamily (MFS) profile.,1,"73,","478,",34.39
9078,IPR020846,Major facilitator superfamily domain,SUPERFAMILY,SSF103473,\N,1,"65,","483,",3.27E-67
9079,IPR010473,"Formin, GTPase-binding domain",HMMPfam,PF06371,Diaphanous GTPase-binding Domain,2,"341,496,","408,591,","7.7E-5,1.1E-5"
9079,IPR016024,Armadillo-type fold,SUPERFAMILY,SSF48371,\N,3,"347,487,742,","384,685,831,","8.49E-52,8.49E-52,8.49E-52"
9081,IPR019787,"Zinc finger, PHD-finger",HMMPfam,PF00628,PHD-finger,1,"711,","758,",6.60E-09
9081,IPR024610,"Inhibitor of growth protein, N-terminal",HMMPfam,PF12998,Inhibitor of growth proteins N-terminal histone-binding,1,"79,","223,",7.40E-11
9081,IPR019786,"Zinc finger, PHD-type, conserved site",ProSitePatterns,PS01359,Zinc finger PHD-type signature.,1,"712,","756,",-
9081,IPR019787,"Zinc finger, PHD-finger",ProSiteProfiles,PS50016,Zinc finger PHD-type profile.,1,"709,","759,",9.018
9081,IPR001965,"Zinc finger, PHD-type",SMART,SM00249,PHD zinc finger,1,"711,","757,",3.90E-09
9081,IPR011011,"Zinc finger, FYVE/PHD-type",SUPERFAMILY,SSF57903,\N,1,"698,","760,",4.11E-19
9082,\N,\N,HMMPfam,PF13489,Methyltransferase domain,1,"92,","242,",6.40E-12
9082,IPR029063,S-adenosyl-L-methionine-dependent methyltransferase,SUPERFAMILY,SSF53335,\N,1,"49,","317,",3.80E-35
9085,\N,\N,HMMPfam,PF00350,Dynamin family,1,"33,","231,",2.60E-55
9085,IPR000375,Dynamin central domain,HMMPfam,PF01031,Dynamin central region,1,"240,","533,",9.40E-115
9085,IPR003130,Dynamin GTPase effector,HMMPfam,PF02212,Dynamin GTPase effector domain,1,"709,","800,",4.00E-32
9085,IPR022812,Dynamin superfamily,PRINTS,PR00195,Dynamin signature,6,"30,55,150,200,219,242,","48,72,167,218,235,261,","7.3E-62,7.3E-62,7.3E-62,7.3E-62,7.3E-62,7.3E-62"
9085,IPR019762,"Dynamin, GTPase region, conserved site",ProSitePatterns,PS00410,Dynamin-type guanine nucleotide-binding (G) domain signature.,1,"56,","65,",-
9085,IPR020850,"GTPase effector domain, GED",ProSiteProfiles,PS51388,GED domain profile.,1,"714,","801,",28.747
9085,IPR030381,Dynamin-type guanine nucleotide-binding (G) domain,ProSiteProfiles,PS51718,Dynamin-type guanine nucleotide-binding (G) domain profile.,1,"27,","318,",65.587
9085,IPR001401,"Dynamin, GTPase domain",SMART,SM00053,"Dynamin, GTPase",1,"5,","269,",1.20E-119
9085,IPR003130,Dynamin GTPase effector,SMART,SM00302,Dynamin GTPase effector domain,1,"709,","800,",1.60E-38
9085,IPR027417,P-loop containing nucleoside triphosphate hydrolase,SUPERFAMILY,SSF52540,\N,1,"7,","326,",5.96E-82
9086,IPR008914,Phosphatidylethanolamine-binding protein PEBP,HMMPfam,PF01161,Phosphatidylethanolamine-binding protein,1,"64,","221,",1.60E-26
9086,IPR008914,Phosphatidylethanolamine-binding protein PEBP,SUPERFAMILY,SSF49777,\N,1,"38,","225,",2.62E-45
9088,IPR019734,Tetratricopeptide repeat,ProSiteProfiles,PS50005,TPR repeat profile.,1,"165,","198,",8.172
9088,IPR013026,Tetratricopeptide repeat-containing domain,ProSiteProfiles,PS50293,TPR repeat region circular profile.,1,"165,","198,",8.89
9088,IPR019734,Tetratricopeptide repeat,SMART,SM00028,Tetratricopeptide repeats,2,"119,165,","152,198,","89.0,0.32"
9088,\N,\N,SUPERFAMILY,SSF48452,\N,1,"68,","200,",4.49E-13
9092,IPR013130,Ferric reductase transmembrane component-like domain,HMMPfam,PF01794,Ferric reductase like transmembrane component,1,"116,","237,",2.50E-18
9092,IPR013112,FAD-binding 8,HMMPfam,PF08022,FAD-binding domain,1,"315,","359,",8.00E-06
9092,IPR013121,"Ferric reductase, NAD binding",HMMPfam,PF08030,Ferric reductase NAD binding domain,1,"486,","684,",1.70E-09
9092,IPR017927,Ferredoxin reductase-type FAD-binding domain,ProSiteProfiles,PS51384,Ferredoxin reductase-type FAD binding domain profile.,1,"300,","433,",10.233
9092,\N,\N,SUPERFAMILY,SSF52343,\N,2,"485,646,","557,687,","4.29E-7,4.29E-7"
9093,IPR001680,WD40 repeat,HMMPfam,PF00400,"WD domain, G-beta repeat",5,"330,370,414,500,537,","359,403,445,533,573,","3.6E-6,6.1E-5,1.3E-4,2.8E-6,3.2E-8"
9093,IPR001810,F-box domain,HMMPfam,PF12937,F-box-like,1,"100,","144,",1.30E-11
9093,IPR020472,G-protein beta WD-40 repeat,PRINTS,PR00320,G protein beta WD-40 repeat signature,3,"346,520,560,","360,534,574,","4.9E-6,4.9E-6,4.9E-6"
9093,IPR019775,"WD40 repeat, conserved site",ProSitePatterns,PS00678,Trp-Asp (WD) repeats signature.,2,"346,948,","360,962,","-,-"
9093,IPR001680,WD40 repeat,ProSiteProfiles,PS50082,Trp-Asp (WD) repeats profile.,5,"329,370,415,503,543,","368,413,445,542,582,","12.012,14.017,10.642,12.681,11.712"
9093,IPR001810,F-box domain,ProSiteProfiles,PS50181,F-box domain profile.,1,"96,","142,",12.544
9093,IPR017986,WD40-repeat-containing domain,ProSiteProfiles,PS50294,Trp-Asp (WD) repeats circular profile.,1,"329,","593,",36.411
9093,IPR001810,F-box domain,SMART,SM00256,A Receptor for Ubiquitination Targets,1,"102,","142,",2.40E-06
9093,IPR001680,WD40 repeat,SMART,SM00320,WD40 repeats,7,"322,363,407,496,536,576,923,","359,404,445,533,573,678,961,","7.1E-4,1.5E-4,2.0E-5,2.3E-5,2.8E-8,21.0,7.1"
9093,IPR017986,WD40-repeat-containing domain,SUPERFAMILY,SSF50978,\N,4,"329,495,660,930,","446,595,693,965,","4.48E-64,4.48E-64,4.48E-64,4.48E-64"
9093,IPR001810,F-box domain,SUPERFAMILY,SSF81383,\N,2,"87,280,","150,309,","6.67E-19,6.67E-19"
9094,IPR002123,Phospholipid/glycerol acyltransferase,SMART,SM00563,Phosphate acyltransferases,1,"65,","301,",5.70E-07
9094,\N,\N,SUPERFAMILY,SSF69593,\N,1,"237,","348,",9.29E-11
9095,IPR002575,Aminoglycoside phosphotransferase,HMMPfam,PF01636,Phosphotransferase enzyme family,1,"69,","250,",7.00E-07
9095,IPR011009,Protein kinase-like domain,SUPERFAMILY,SSF56112,\N,1,"87,","298,",1.02E-11
9096,\N,\N,SUPERFAMILY,SSF51735,\N,3,"7,105,194,","36,146,265,","1.63E-11,1.63E-11,1.63E-11"
9097,IPR018484,"Carbohydrate kinase, FGGY, N-terminal",HMMPfam,PF00370,"FGGY family of carbohydrate kinases, N-terminal domain",1,"10,","266,",4.10E-64
9097,IPR018485,"Carbohydrate kinase, FGGY, C-terminal",HMMPfam,PF02782,"FGGY family of carbohydrate kinases, C-terminal domain",1,"275,","468,",1.60E-70
9097,IPR000577,"Carbohydrate kinase, FGGY",PIRSF,PIRSF000538,\N,1,"8,","520,",496
9097,IPR018483,"Carbohydrate kinase, FGGY, conserved site",ProSitePatterns,PS00445,FGGY family of carbohydrate kinases signature 2.,1,"379,","399,",-
9097,IPR018483,"Carbohydrate kinase, FGGY, conserved site",ProSitePatterns,PS00933,FGGY family of carbohydrate kinases signature 1.,1,"142,","154,",-
9097,\N,\N,SUPERFAMILY,SSF53067,\N,2,"10,270,","267,515,","1.11E-72,8.2E-71"
9097,IPR005999,Glycerol kinase,TIGRFAM,TIGR01311,glycerol_kin: glycerol kinase,1,"9,","514,",2.80E-194
9098,IPR021836,Protein of unknown function DUF3429,HMMPfam,PF11911,Protein of unknown function (DUF3429),1,"142,","301,",1.10E-37
9099,IPR001349,"Cytochrome c oxidase, subunit VIa",HMMPfam,PF02046,Cytochrome c oxidase subunit VIa,1,"22,","138,",3.50E-47
9099,IPR018507,"Cytochrome c oxidase, subunit VIa, conserved site",ProSitePatterns,PS01329,Cytochrome c oxidase subunit VIa signature.,1,"114,","131,",-
9099,IPR001349,"Cytochrome c oxidase, subunit VIa",SUPERFAMILY,SSF81411,\N,1,"53,","140,",1.44E-31
9100,IPR026000,Apc5/TPR19 domain,HMMPfam,PF12862,Anaphase-promoting complex subunit 5,1,"272,","360,",4.60E-33
9101,IPR013857,NADH:ubiquinone oxidoreductase intermediate-associated protein 30,HMMPfam,PF08547,Complex I intermediate-associated protein 30 (CIA30),1,"44,","232,",6.30E-37
9101,IPR008979,Galactose-binding domain-like,SUPERFAMILY,SSF49785,\N,1,"41,","232,",7.14E-13
9102,IPR028923,"SAICAR synthetase/ADE2, N-terminal",HMMPfam,PF01259,SAICAR synthetase,1,"12,","277,",9.60E-92
9102,IPR018236,"SAICAR synthetase, conserved site",ProSitePatterns,PS01057,SAICAR synthetase signature 1.,1,"108,","122,",-
9102,IPR018236,"SAICAR synthetase, conserved site",ProSitePatterns,PS01058,SAICAR synthetase signature 2.,1,"207,","215,",-
9102,\N,\N,SUPERFAMILY,SSF56104,\N,1,"12,","297,",1.28E-103
9102,IPR001636,Phosphoribosylaminoimidazole-succinocarboxamide synthase,TIGRFAM,TIGR00081,purC: phosphoribosylaminoimidazolesuccinocarboxamide synthase,1,"15,","297,",3.20E-87
9103,IPR000504,RNA recognition motif domain,HMMPfam,PF00076,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",2,"81,260,","151,317,","8.2E-9,7.2E-15"
9103,IPR000504,RNA recognition motif domain,ProSiteProfiles,PS50102,Eukaryotic RNA Recognition Motif (RRM) profile.,2,"79,258,","157,335,","11.639,15.988"
9103,IPR000504,RNA recognition motif domain,SMART,SM00360,RNA recognition motif,2,"80,259,","153,331,","8.8E-8,4.0E-13"
9103,\N,\N,SUPERFAMILY,SSF54928,\N,2,"77,254,","219,334,","1.65E-15,2.28E-18"
9104,IPR018004,"KilA, N-terminal/APSES-type HTH, DNA-binding",HMMPfam,PF04383,KilA-N domain,1,"23,","79,",4.60E-05
9104,\N,\N,HMMPfam,PF13637,Ankyrin repeats (many copies),1,"254,","300,",3.20E-08
9104,IPR002110,Ankyrin repeat,ProSiteProfiles,PS50088,Ankyrin repeat profile.,1,"253,","285,",11.594
9104,IPR020683,Ankyrin repeat-containing domain,ProSiteProfiles,PS50297,Ankyrin repeat region circular profile.,1,"253,","296,",13.628
9104,IPR003163,"Transcription regulator HTH, APSES-type DNA-binding domain",ProSiteProfiles,PS51299,APSES-type HTH DNA-binding domain profile.,1,"7,","113,",20.251
9104,IPR002110,Ankyrin repeat,SMART,SM00248,ankyrin repeats,2,"253,374,","282,406,","7.2E-4,270.0"
9104,IPR020683,Ankyrin repeat-containing domain,SUPERFAMILY,SSF48403,\N,1,"242,","413,",7.00E-24
9104,IPR003163,"Transcription regulator HTH, APSES-type DNA-binding domain",SUPERFAMILY,SSF54616,\N,1,"7,","120,",1.96E-35
9106,\N,\N,HMMPfam,PF13602,Zinc-binding dehydrogenase,1,"199,","331,",1.20E-23
9106,IPR020843,"Polyketide synthase, enoylreductase domain",SMART,SM00829,Enoylreductase,1,"18,","331,",3.50E-11
9106,IPR011032,GroES (chaperonin 10)-like,SUPERFAMILY,SSF50129,\N,1,"5,","170,",5.62E-17
9106,\N,\N,SUPERFAMILY,SSF51735,\N,1,"118,","261,",4.83E-32
9107,IPR001736,Phospholipase D/Transphosphatidylase,ProSiteProfiles,PS50035,Phospholipase D phosphodiesterase active site profile.,1,"223,","250,",9.699
9107,\N,\N,SUPERFAMILY,SSF56024,\N,2,"64,395,","293,595,","2.47E-24,8.16E-19"
9108,IPR013094,Alpha/beta hydrolase fold-3,HMMPfam,PF07859,alpha/beta hydrolase fold,1,"97,","351,",2.70E-33
9108,IPR029058,Alpha/Beta hydrolase fold,SUPERFAMILY,SSF53474,\N,1,"83,","356,",1.56E-33
9110,IPR001046,NRAMP family,HMMPfam,PF01566,Natural resistance-associated macrophage protein,1,"150,","528,",5.60E-96
9110,IPR001046,NRAMP family,PRINTS,PR00447,Natural resistance-associated macrophage protein signature,7,"208,236,266,318,443,471,503,","234,255,287,341,462,488,522,","7.1E-50,7.1E-50,7.1E-50,7.1E-50,7.1E-50,7.1E-50,7.1E-50"
9110,IPR001046,NRAMP family,TIGRFAM,TIGR01197,"nramp: metal ion transporter, metal ion (Mn2+/Fe2+) transporter (Nramp) family",1,"128,","527,",2.50E-156
9119,IPR019601,"Oxoglutarate/iron-dependent oxygenase, C-terminal degradation domain",HMMPfam,PF10637,Oxoglutarate and iron-dependent oxygenase degradation C-term,1,"337,","668,",2.40E-81
9119,IPR005123,Oxoglutarate/iron-dependent dioxygenase,HMMPfam,PF13640,2OG-Fe(II) oxygenase superfamily,1,"146,","262,",3.50E-15
9119,IPR005123,Oxoglutarate/iron-dependent dioxygenase,ProSiteProfiles,PS51471,Fe(2+) 2-oxoglutarate dioxygenase domain profile.,1,"141,","263,",10.177
9119,IPR006620,"Prolyl 4-hydroxylase, alpha subunit",SMART,SM00702,Prolyl 4-hydroxylase alpha subunit homologues.,1,"53,","262,",4.30E-16
9120,IPR000467,G-patch domain,HMMPfam,PF01585,G-patch domain,1,"131,","172,",6.20E-16
9120,IPR022783,GC-rich sequence DNA-binding factor domain,HMMPfam,PF07842,GC-rich sequence DNA-binding factor-like protein,1,"336,","523,",8.50E-30
9120,IPR000467,G-patch domain,ProSiteProfiles,PS50174,G-patch domain profile.,1,"130,","176,",14.955
9120,IPR000467,G-patch domain,SMART,SM00443,glycine rich nucleic binding domain,1,"128,","174,",7.20E-16
9121,IPR019831,"Manganese/iron superoxide dismutase, N-terminal",HMMPfam,PF00081,"Iron/manganese superoxide dismutases, alpha-hairpin domain",1,"40,","119,",8.00E-30
9121,IPR019832,"Manganese/iron superoxide dismutase, C-terminal",HMMPfam,PF02777,"Iron/manganese superoxide dismutases, C-terminal domain",1,"129,","231,",8.60E-40
9121,IPR001189,Manganese/iron superoxide dismutase,PIRSF,PIRSF000349,\N,1,"12,","233,",224
9121,IPR001189,Manganese/iron superoxide dismutase,PRINTS,PR01703,Manganese superoxide dismutase signature,5,"42,63,102,158,195,","53,76,115,166,207,","3.1E-26,3.1E-26,3.1E-26,3.1E-26,3.1E-26"
9121,IPR019833,"Manganese/iron superoxide dismutase, binding site",ProSitePatterns,PS00088,Manganese and iron superoxide dismutases signature.,1,"197,","204,",-
9121,IPR019831,"Manganese/iron superoxide dismutase, N-terminal",SUPERFAMILY,SSF46609,\N,1,"30,","120,",6.15E-33
9121,IPR019832,"Manganese/iron superoxide dismutase, C-terminal",SUPERFAMILY,SSF54719,\N,1,"122,","231,",1.09E-42
9122,IPR003439,ABC transporter-like,HMMPfam,PF00005,ABC transporter,1,"482,","624,",1.80E-18
9122,IPR011527,"ABC transporter type 1, transmembrane domain",HMMPfam,PF06472,ABC transporter transmembrane region 2,1,"89,","369,",7.30E-109
9122,IPR003439,ABC transporter-like,ProSiteProfiles,PS50893,"ATP-binding cassette, ABC transporter-type domain profile.",1,"465,","692,",15.593
9122,IPR003593,AAA+ ATPase domain,SMART,SM00382,ATPases associated with a variety of cellular activities,1,"490,","676,",2.00E-08
9122,IPR027417,P-loop containing nucleoside triphosphate hydrolase,SUPERFAMILY,SSF52540,\N,1,"464,","666,",1.03E-37
