#transcriptId,proteinId,kogid,kogdefline,kogClass,kogGroup
1753,1753,KOG2069,Golgi transport complex subunit,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1834,1834,KOG0998,Synaptic vesicle protein EHS-1 and related EH domain proteins,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1838,1838,KOG3771,Amphiphysin,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1845,1845,KOG2391,Vacuolar sorting protein/ubiquitin receptor VPS23,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1853,1853,KOG2515,Mannosyltransferase,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
1935,1935,KOG1278,"Endosomal membrane proteins, EMP70","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2018,2018,KOG2629,Peroxisomal membrane anchor protein (peroxin),"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2034,2034,KOG3342,Signal peptidase I,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2068,2068,KOG2273,"Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2070,2070,KOG2273,"Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2080,2080,KOG2516,Protein involved in dolichol pathway for N-glycosylation (mannosyltransferase family),"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2156,2156,KOG3065,SNAP-25 (synaptosome-associated protein) component of SNARE complex,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2157,2157,KOG1302,Vacuolar sorting protein VPS33/slp1 (Sec1 family),"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2168,2168,KOG4699,Preprotein translocase subunit Sec66,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2203,2203,KOG0077,"Vesicle coat complex COPII, GTPase subunit SAR1","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2221,2221,KOG1818,"Membrane trafficking and cell signaling protein HRS, contains VHS and FYVE domains","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2237,2237,KOG3202,SNARE protein TLG1/Syntaxin 6,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2253,2253,KOG0928,Pattern-formation protein/guanine nucleotide exchange factor,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2260,2260,KOG4076,Regulator of ATP-sensitive K+ channels Alpha-endosulfine/ARPP-19 and related cAMP-regulated phosphoproteins,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2295,2295,KOG2081,Nuclear transport regulator,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2305,2305,KOG0906,"Phosphatidylinositol 3-kinase VPS34, involved in signal transduction","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2332,2332,KOG0073,GTP-binding ADP-ribosylation factor-like protein ARL2,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2380,2380,KOG0446,"Vacuolar sorting protein VPS1, dynamin, and related proteins","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2381,2381,KOG3225,"Mitochondrial import inner membrane translocase, subunit TIM22","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2382,2382,KOG0780,"Signal recognition particle, subunit Srp54","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2402,2402,KOG2655,Septin family protein (P-loop GTPase),"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2437,2437,KOG2115,Vacuolar sorting protein VPS45,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2447,2447,KOG0439,VAMP-associated protein involved in inositol metabolism,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2467,2467,KOG2021,Nuclear mRNA export factor receptor LOS1/Exportin-t (importin beta superfamily),"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2502,2502,KOG0446,"Vacuolar sorting protein VPS1, dynamin, and related proteins","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2540,2540,KOG3764,Vesicular amine transporter,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2595,2595,KOG2023,Nuclear transport receptor Karyopherin-beta2/Transportin (importin beta superfamily),"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2629,2629,KOG2445,Nuclear pore complex component (sc Seh1),"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2642,2642,KOG1688,Golgi proteins involved in ER retention (RER),"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2668,2668,KOG0998,Synaptic vesicle protein EHS-1 and related EH domain proteins,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2682,2682,KOG0084,"GTPase Rab1/YPT1, small G protein superfamily, and related GTP-binding proteins","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2726,2726,KOG3330,Transport protein particle (TRAPP) complex subunit,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2859,2859,KOG2527,Sorting nexin SNX11,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2899,2899,KOG0819,Annexin,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2904,2904,KOG3081,"Vesicle coat complex COPI, epsilon subunit","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2910,2910,KOG1299,Vacuolar sorting protein VPS45/Stt10 (Sec1 family),"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2941,2941,KOG3498,"Preprotein translocase, gamma subunit","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2948,2948,KOG0092,GTPase Rab5/YPT51 and related small G protein superfamily GTPases,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
2986,2986,KOG2834,"Nuclear pore complex, rNpl4 component (sc Npl4)","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3010,3010,KOG2063,Vacuolar assembly/sorting proteins VPS39/VAM6/VPS3,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3121,3121,KOG1107,"Membrane coat complex Retromer, subunit VPS35","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3145,3145,KOG3745,Exocyst subunit - Sec10p,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3171,3171,KOG0446,"Vacuolar sorting protein VPS1, dynamin, and related proteins","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3186,3186,KOG2307,Low density lipoprotein receptor,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3228,3228,KOG3385,V-SNARE,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3231,3231,KOG3091,"Nuclear pore complex, p54 component (sc Nup57)","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3282,3282,KOG0565,Inositol polyphosphate 5-phosphatase and related proteins,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3284,3284,KOG2058,Ypt/Rab GTPase activating protein,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3343,3343,KOG0098,"GTPase Rab2, small G protein superfamily","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3388,3388,KOG3372,Signal peptidase complex subunit,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3389,3389,KOG1693,emp24/gp25L/p24 family of membrane trafficking proteins,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3438,3438,KOG0937,Adaptor complexes medium subunit family,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3465,3465,KOG1239,Inner membrane protein translocase involved in respiratory chain assembly,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3482,3482,KOG2286,Exocyst complex subunit SEC6,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3486,3486,KOG3202,SNARE protein TLG1/Syntaxin 6,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3490,3490,KOG1162,Predicted small molecule transporter,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3500,3500,KOG3106,ER lumen protein retaining receptor,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3522,3522,KOG1073,Uncharacterized mRNA-associated protein RAP55,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3561,3561,KOG1983,Tomosyn and related SNARE-interacting proteins,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3568,3568,KOG4697,Integral membrane protein involved in transport between the late Golgi and endosome,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3599,3599,KOG0929,Guanine nucleotide exchange factor,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3613,3613,KOG1656,Protein involved in glucose derepression and pre-vacuolar endosome protein sorting,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3647,3647,KOG4097,Succinate dehydrogenase membrane anchor subunit and related proteins,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3678,3678,KOG1761,"Signal recognition particle, subunit Srp14","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3691,3691,KOG2066,Vacuolar assembly/sorting protein VPS41,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3726,3726,KOG0070,GTP-binding ADP-ribosylation factor Arf1,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3735,3735,KOG3208,SNARE protein GS28,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3749,3749,KOG0811,SNARE protein PEP12/VAM3/Syntaxin 7/Syntaxin 17,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3779,3779,KOG4121,"Nuclear pore complex, Nup133 component (sc Nup133)","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3794,3794,KOG2580,"Mitochondrial import inner membrane translocase, subunit TIM44","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3816,3816,KOG0090,"Signal recognition particle receptor, beta subunit (small G protein superfamily)","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3881,3881,KOG3133,40 kDa farnesylated protein associated with peroxisomes,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3939,3939,KOG3998,Putative cargo transport protein ERV29,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
3942,3942,KOG1239,Inner membrane protein translocase involved in respiratory chain assembly,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4000,4000,KOG2319,Vacuolar assembly/sorting protein VPS9,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4042,4042,KOG1087,Cytosolic sorting protein GGA2/TOM1,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4084,4084,KOG2101,"Intermediate filament-like protein, sorting nexins, and related proteins containing PX (PhoX) domain(s)","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4136,4136,KOG4580,Component of vacuolar transporter chaperone (Vtc) involved in vacuole fusion,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4140,4140,KOG1690,emp24/gp25L/p24 family of membrane trafficking proteins,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4148,4148,KOG1692,Putative cargo transport protein EMP24 (p24 protein family),"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4191,4191,KOG3325,"Membrane coat complex Retromer, subunit VPS29/PEP11","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4203,4203,KOG3336,Predicted member of the intramitochondrial sorting protein family,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4291,4291,KOG2887,Membrane protein involved in ER to Golgi transport,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4371,4371,KOG1058,"Vesicle coat complex COPI, beta subunit","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4377,4377,KOG4635,Vacuolar import and degradation protein,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4410,4410,KOG1964,"Nuclear pore complex, rNup107 component (sc Nup84)","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4441,4441,KOG3063,"Membrane coat complex Retromer, subunit VPS26","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4459,4459,KOG4521,"Nuclear pore complex, Nup160 component","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4468,4468,KOG3202,SNARE protein TLG1/Syntaxin 6,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4521,4521,KOG2376,"Signal recognition particle, subunit Srp72","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4573,4573,KOG3106,ER lumen protein retaining receptor,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4588,4588,KOG3198,"Signal recognition particle, subunit Srp19","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4593,4593,KOG1332,"Vesicle coat complex COPII, subunit SEC13","Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4654,4654,KOG2635,Medium subunit of clathrin adaptor complex,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4662,4662,KOG0864,Ran-binding protein RANBP1 and related RanBD domain proteins,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
4758,4758,KOG2218,ER to golgi transport protein/RAD50-interacting protein 1,"Intracellular trafficking, secretion, and vesicular transport ",CELLULAR PROCESSES AND SIGNALING
