#proteinId,ecNum,definition,catalyticActivity,cofactors,associatedDiseases,pathway,pathway_class,pathway_type
6,4.4.1.14,1-aminocyclopropane-1-carboxylate synthase.,S-adenosyl-L-methionine = 1-aminocyclopropane-1-carboxylate + methylthioadenosine.,Pyridoxal-phosphate.,\N,Propanoate metabolism,Carbohydrate Metabolism,METABOLIC
7069,1.1.1.28,D-lactate dehydrogenase.,(R)-lactate + NAD(+) = pyruvate + NADH.,\N,\N,Pyruvate metabolism,Carbohydrate Metabolism,METABOLIC
7070,1.1.1.27,L-lactate dehydrogenase.,(S)-lactate + NAD(+) = pyruvate + NADH.,\N,Exertional myoglobinuria; MIM:150000.,Cysteine metabolism,Amino Acid Metabolism,METABOLIC
7070,1.1.1.27,L-lactate dehydrogenase.,(S)-lactate + NAD(+) = pyruvate + NADH.,\N,Exertional myoglobinuria; MIM:150000.,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism,METABOLIC
7070,1.1.1.27,L-lactate dehydrogenase.,(S)-lactate + NAD(+) = pyruvate + NADH.,\N,Exertional myoglobinuria; MIM:150000.,Propanoate metabolism,Carbohydrate Metabolism,METABOLIC
7070,1.1.1.27,L-lactate dehydrogenase.,(S)-lactate + NAD(+) = pyruvate + NADH.,\N,Exertional myoglobinuria; MIM:150000.,Pyruvate metabolism,Carbohydrate Metabolism,METABOLIC
7074,2.2.1.-,Transketolases and transaldolases.,\N,\N,\N,\N,\N,\N
7075,4.4.1.5,Lactoylglutathione lyase.,(R)-S-lactoylglutathione = glutathione + methylglyoxal.,\N,\N,Pyruvate metabolism,Carbohydrate Metabolism,METABOLIC
7077,3.1.1.5,Lysophospholipase.,2-lysophosphatidylcholine + H(2)O = glycerophosphocholine + a fatty acid anion.,\N,\N,Phospholipid degradation,Metabolism of Complex Lipids,METABOLIC
7078,3.6.1.3,Adenosinetriphosphatase.,ATP + H(2)O = ADP + phosphate.,\N,Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.,Purine metabolism,Nucleotide Metabolism,METABOLIC
7080,4.3.1.12,Ornithine cyclodeaminase.,L-ornithine = L-proline + NH(3).,NAD.,\N,Arginine and proline metabolism,Amino Acid Metabolism,METABOLIC
7081,1.14.11.18,Phytanoyl-CoA dioxygenase.,Phytanoyl-CoA + 2-oxoglutarate + O(2) = 2-hydroxyphytanoyl-CoA + succinate + CO(2).,2-oxoglutarate; Fe(II); Ascorbate.,Refsum disease; MIM:266500.,\N,\N,\N
7088,2.4.2.30,NAD(+) ADP-ribosyltransferase.,NAD(+) + {ADP-D-ribosyl}(N)-acceptor = nicotinamide + {ADP-D-ribosyl}(N+1)-acceptor.,\N,\N,\N,\N,\N
7091,2.7.7.12,UDP-glucose--hexose-1-phosphate uridylyltransferase.,UDP-glucose + alpha-D-galactose 1-phosphate = alpha-D-glucose 1-phosphate + UDP-galactose.,\N,\N,Nucleotide sugars metabolism,Nucleotide Metabolism,METABOLIC
7091,2.7.7.12,UDP-glucose--hexose-1-phosphate uridylyltransferase.,UDP-glucose + alpha-D-galactose 1-phosphate = alpha-D-glucose 1-phosphate + UDP-galactose.,\N,\N,Galactose metabolism,Carbohydrate Metabolism,METABOLIC
7093,2.4.1.15,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming).","UDP-glucose + D-glucose 6-phosphate = UDP + alpha,alpha-trehalose 6-phosphate.",\N,\N,Starch and sucrose metabolism,Metabolism of Complex Carbohydrates,METABOLIC
7099,3.4.21.-,Serine endopeptidases.,\N,\N,\N,\N,\N,\N
7101,3.1.3.48,Protein-tyrosine-phosphatase.,Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.,\N,\N,\N,\N,\N
7112,2.7.7.7,DNA-directed DNA polymerase.,N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).,\N,\N,Purine metabolism,Nucleotide Metabolism,METABOLIC
7112,2.7.7.7,DNA-directed DNA polymerase.,N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).,\N,\N,  DNA polymerase,REPLICATION AND REPAIR,REGULATORY
7112,2.7.7.7,DNA-directed DNA polymerase.,N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).,\N,\N,Pyrimidine metabolism,Nucleotide Metabolism,METABOLIC
7116,6.2.1.12,4-coumarate--CoA ligase.,ATP + 4-coumarate + CoA = AMP + diphosphate + 4-coumaroyl-CoA.,\N,\N,"Flavonoids, stilbene and lignin biosynthesis",Biosynthesis of Secondary Metabolites,METABOLIC
7124,6.3.2.19,Ubiquitin--protein ligase.,ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.,\N,\N,\N,\N,\N
7136,2.4.1.144,"Beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase.","UDP-N-acetyl-D-glucosamine + N-acetyl-beta-D-glucosaminyl-1,2-alpha- D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)- beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R = UDP + N-acetyl- beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-",\N,\N,N-Glycans biosynthesis,Metabolism of Complex Carbohydrates,METABOLIC
7138,1.97.1.4,Formate acetyltransferase activating enzyme.,S-adenosyl-L-methionine + dihydroflavodoxin + [formate acetyltransferase]-glycine = 5'-deoxyadenosine + methionine + flavodoxin + [formate acetyltransferase]-glycine-2-yl radical.,Iron-sulfur.,\N,\N,\N,\N
7142,1.13.11.6,"3-hydroxyanthranilate 3,4-dioxygenase.",3-hydroxyanthranilate + O(2) = 2-amino-3-carboxymuconate semialdehyde.,Iron.,\N,Tryptophan metabolism,Amino Acid Metabolism,METABOLIC
7143,6.5.1.4,RNA-3'-phosphate cyclase.,"ATP + RNA 3'-terminal-phosphate = AMP + diphosphate + RNA terminal- 2',3'-cyclic-phosphate.",\N,\N,\N,\N,\N
7150,2.3.1.16,Acetyl-CoA C-acyltransferase.,Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.,\N,Pseudo-Zellweger syndrome; MIM:261510.,Benzoate degradation via hydroxylation,Biodegradation of Xenobiotics,METABOLIC
7150,2.3.1.16,Acetyl-CoA C-acyltransferase.,Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.,\N,Pseudo-Zellweger syndrome; MIM:261510.,Fatty acid biosynthesis (path 2),Lipid Metabolism,METABOLIC
7150,2.3.1.16,Acetyl-CoA C-acyltransferase.,Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.,\N,Pseudo-Zellweger syndrome; MIM:261510.,"Valine, leucine and isoleucine degradation",Amino Acid Metabolism,METABOLIC
7150,2.3.1.16,Acetyl-CoA C-acyltransferase.,Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.,\N,Pseudo-Zellweger syndrome; MIM:261510.,Fatty acid metabolism,Lipid Metabolism,METABOLIC
7150,2.3.1.16,Acetyl-CoA C-acyltransferase.,Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.,\N,Pseudo-Zellweger syndrome; MIM:261510.,Bile acid biosynthesis,Lipid Metabolism,METABOLIC
7152,4.1.1.65,Phosphatidylserine decarboxylase.,Phosphatidyl-L-serine = phosphatidylethanolamine + CO(2).,Pyridoxal-phosphate or Pyruvate.,\N,"Glycine, serine and threonine metabolism",Amino Acid Metabolism,METABOLIC
7152,4.1.1.65,Phosphatidylserine decarboxylase.,Phosphatidyl-L-serine = phosphatidylethanolamine + CO(2).,Pyridoxal-phosphate or Pyruvate.,\N,Glycerolipid metabolism,Metabolism of Complex Lipids,METABOLIC
7159,5.3.4.1,Protein disulfide isomerase.,Rearrangement of both intrachain and interchain disulfide bonds in proteins to form the native structures.,\N,\N,\N,\N,\N
7185,3.4.16.6,Carboxypeptidase D.,Preferential release of a C-terminal arginine or lysine residue.,\N,\N,\N,\N,\N
7204,1.4.4.2,Glycine dehydrogenase (decarboxylating).,Glycine + lipoylprotein = S-aminomethyldihydrolipoylprotein + CO(2).,Pyridoxal-phosphate.,Nonketotic hyperglycinemia type II; MIM:238310.,"Glycine, serine and threonine metabolism",Amino Acid Metabolism,METABOLIC
7205,1.1.99.1,Choline dehydrogenase.,Choline + acceptor = betaine aldehyde + reduced acceptor.,PQQ.,\N,"Glycine, serine and threonine metabolism",Amino Acid Metabolism,METABOLIC
7210,4.1.-.-,Carbon-carbon lyases.,\N,\N,\N,\N,\N,\N
7213,2.7.8.1,Ethanolaminephosphotransferase.,"CDP-ethanolamine + 1,2-diacylglycerol = CMP + a phosphatidylethanolamine.",\N,\N,Sphingophospholipid biosynthesis,Metabolism of Complex Lipids,METABOLIC
7213,2.7.8.1,Ethanolaminephosphotransferase.,"CDP-ethanolamine + 1,2-diacylglycerol = CMP + a phosphatidylethanolamine.",\N,\N,Aminophosphonate metabolism,Metabolism of Other Amino Acids,METABOLIC
7213,2.7.8.1,Ethanolaminephosphotransferase.,"CDP-ethanolamine + 1,2-diacylglycerol = CMP + a phosphatidylethanolamine.",\N,\N,Glycerolipid metabolism,Metabolism of Complex Lipids,METABOLIC
7214,3.4.11.18,Methionyl aminopeptidase.,"Release of N-terminal amino acids, preferentially methionine, from peptides and arylamides.",Cobalt.,\N,\N,\N,\N
7218,2.7.1.31,Glycerate kinase.,ATP + (R)-glycerate = ADP + 3-phospho-(R)-glycerate.,\N,\N,Glyoxylate and dicarboxylate metabolism,Carbohydrate Metabolism,METABOLIC
7218,2.7.1.31,Glycerate kinase.,ATP + (R)-glycerate = ADP + 3-phospho-(R)-glycerate.,\N,\N,"Glycine, serine and threonine metabolism",Amino Acid Metabolism,METABOLIC
7218,2.7.1.31,Glycerate kinase.,ATP + (R)-glycerate = ADP + 3-phospho-(R)-glycerate.,\N,\N,Glycerolipid metabolism,Metabolism of Complex Lipids,METABOLIC
7219,5.2.1.8,Peptidylprolyl isomerase.,Peptidylproline (omega=180) = peptidylproline (omega=0).,\N,\N,\N,\N,\N
7220,3.1.3.15,Histidinol-phosphatase.,L-histidinol-phosphate + H(2)O = L-histidinol + phosphate.,\N,\N,Histidine metabolism,Amino Acid Metabolism,METABOLIC
7221,1.14.11.1,"Gamma-butyrobetaine,2-oxoglutarate dioxygenase.",4-trimethylammoniobutanoate + 2-oxoglutarate + O(2) = 3-hydroxy-4-trimethylammoniobutanoate + succinate + CO(2).,Iron; Ascorbate.,\N,Lysine degradation,Amino Acid Metabolism,METABOLIC
7226,3.1.1.45,Carboxymethylenebutenolidase.,4-carboxymethylenebut-2-en-4-olide + H(2)O = 4 oxohex-2-enedioate.,\N,\N,"1,4-Dichlorobenzene degradation",Biodegradation of Xenobiotics,METABOLIC
7227,6.3.2.19,Ubiquitin--protein ligase.,ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.,\N,\N,\N,\N,\N
7229,1.1.1.116,D-arabinose 1-dehydrogenase.,"D-arabinose + NAD(+) = D-arabinono-1,4-lactone + NADH.",\N,\N,\N,\N,\N
7232,3.1.1.3,Triacylglycerol lipase.,Triacylglycerol + H(2)O = diacylglycerol + a fatty acid anion.,\N,Hepatic lipase deficiency; MIM:151670. Congenital lipase deficiency; MIM:246600. Wolman disease; MIM:278000.,Glycerolipid metabolism,Metabolism of Complex Lipids,METABOLIC
7243,2.6.1.1,Aspartate aminotransferase.,L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.,Pyridoxal-phosphate.,\N,Alanine and aspartate metabolism,Amino Acid Metabolism,METABOLIC
7243,2.6.1.1,Aspartate aminotransferase.,L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.,Pyridoxal-phosphate.,\N,Phenylalanine metabolism,Amino Acid Metabolism,METABOLIC
7243,2.6.1.1,Aspartate aminotransferase.,L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.,Pyridoxal-phosphate.,\N,Arginine and proline metabolism,Amino Acid Metabolism,METABOLIC
7243,2.6.1.1,Aspartate aminotransferase.,L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.,Pyridoxal-phosphate.,\N,Cysteine metabolism,Amino Acid Metabolism,METABOLIC
7243,2.6.1.1,Aspartate aminotransferase.,L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.,Pyridoxal-phosphate.,\N,Tyrosine metabolism,Amino Acid Metabolism,METABOLIC
7243,2.6.1.1,Aspartate aminotransferase.,L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.,Pyridoxal-phosphate.,\N,Alkaloid biosynthesis I,Biosynthesis of Secondary Metabolites,METABOLIC
7243,2.6.1.1,Aspartate aminotransferase.,L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.,Pyridoxal-phosphate.,\N,Carbon fixation,Energy Metabolism,METABOLIC
7243,2.6.1.1,Aspartate aminotransferase.,L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.,Pyridoxal-phosphate.,\N,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METABOLIC
7243,2.6.1.1,Aspartate aminotransferase.,L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.,Pyridoxal-phosphate.,\N,Glutamate metabolism,Amino Acid Metabolism,METABOLIC
7253,2.5.1.18,Glutathione transferase.,RX + glutathione = HX + R-S-glutathione.,\N,\N,Glutathione metabolism,Metabolism of Other Amino Acids,METABOLIC
7256,4.2.1.33,3-isopropylmalate dehydratase.,3-isopropylmalate = 2-isopropylmaleate + H(2)O.,\N,\N,"Valine, leucine and isoleucine biosynthesis",Amino Acid Metabolism,METABOLIC
7261,4.4.1.8,Cystathionine beta-lyase.,Cystathionine + H(2)O = L-homocysteine + NH(3) + pyruvate.,Pyridoxal-phosphate.,\N,Nitrogen metabolism,Energy Metabolism,METABOLIC
7261,4.4.1.8,Cystathionine beta-lyase.,Cystathionine + H(2)O = L-homocysteine + NH(3) + pyruvate.,Pyridoxal-phosphate.,\N,Selenoamino acid metabolism,Metabolism of Other Amino Acids,METABOLIC
7261,4.4.1.8,Cystathionine beta-lyase.,Cystathionine + H(2)O = L-homocysteine + NH(3) + pyruvate.,Pyridoxal-phosphate.,\N,Methionine metabolism,Amino Acid Metabolism,METABOLIC
7261,4.4.1.8,Cystathionine beta-lyase.,Cystathionine + H(2)O = L-homocysteine + NH(3) + pyruvate.,Pyridoxal-phosphate.,\N,Cysteine metabolism,Amino Acid Metabolism,METABOLIC
7261,4.4.1.8,Cystathionine beta-lyase.,Cystathionine + H(2)O = L-homocysteine + NH(3) + pyruvate.,Pyridoxal-phosphate.,\N,Sulfur metabolism,Energy Metabolism,METABOLIC
7267,3.6.1.3,Adenosinetriphosphatase.,ATP + H(2)O = ADP + phosphate.,\N,Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.,Purine metabolism,Nucleotide Metabolism,METABOLIC
7270,1.14.-.-,"Acting on paired donors, with incorporation or reduction of",\N,\N,\N,gamma-Hexachlorocyclohexane degradation,Biodegradation of Xenobiotics,METABOLIC
7270,1.14.-.-,"Acting on paired donors, with incorporation or reduction of",\N,\N,\N,Ascorbate and aldarate metabolism,Carbohydrate Metabolism,METABOLIC
7270,1.14.-.-,"Acting on paired donors, with incorporation or reduction of",\N,\N,\N,"Flavonoids, stilbene and lignin biosynthesis",Biosynthesis of Secondary Metabolites,METABOLIC
7270,1.14.-.-,"Acting on paired donors, with incorporation or reduction of",\N,\N,\N,Fluorene degradation,Biodegradation of Xenobiotics,METABOLIC
7274,3.5.1.4,Amidase.,A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).,\N,\N,Tryptophan metabolism,Amino Acid Metabolism,METABOLIC
7274,3.5.1.4,Amidase.,A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).,\N,\N,Benzoate degradation via CoA ligation,Biodegradation of Xenobiotics,METABOLIC
7274,3.5.1.4,Amidase.,A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).,\N,\N,Cyanoamino acid metabolism,Metabolism of Other Amino Acids,METABOLIC
7274,3.5.1.4,Amidase.,A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).,\N,\N,Phenylalanine metabolism,Amino Acid Metabolism,METABOLIC
7274,3.5.1.4,Amidase.,A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).,\N,\N,Arginine and proline metabolism,Amino Acid Metabolism,METABOLIC
7274,3.5.1.4,Amidase.,A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).,\N,\N,Styrene degradation,Biodegradation of Xenobiotics,METABOLIC
7279,5.3.3.5,Cholestenol delta-isomerase.,5-alpha-cholest-7-en-3-beta-ol = 5-alpha-cholest-8-en-3-beta-ol.,\N,\N,Sterol biosynthesis,Lipid Metabolism,METABOLIC
7289,2.3.1.57,Diamine N-acetyltransferase.,"Acetyl-CoA + an alkane-alpha,omega-diamine = CoA + an N-acetyldiamine.",\N,\N,Arginine and proline metabolism,Amino Acid Metabolism,METABOLIC
7295,2.3.1.86,Fatty-acyl-CoA synthase.,Acetyl-CoA + N malonyl-CoA + 2N NADH + 2N NADPH = a long-chain acyl-CoA + N CoA + N CO(2) + 2N NAD(+) + 2N NADP(+).,\N,\N,Fatty acid biosynthesis (path 1),Lipid Metabolism,METABOLIC
7296,2.3.1.86,Fatty-acyl-CoA synthase.,Acetyl-CoA + N malonyl-CoA + 2N NADH + 2N NADPH = a long-chain acyl-CoA + N CoA + N CO(2) + 2N NAD(+) + 2N NADP(+).,\N,\N,Fatty acid biosynthesis (path 1),Lipid Metabolism,METABOLIC
7299,3.6.1.29,Bis(5'-adenosyl)-triphosphatase.,"P(1),P(3)-bis(5'-adenosyl)triphosphate + H(2)O = ADP + AMP.",\N,\N,Purine metabolism,Nucleotide Metabolism,METABOLIC
7303,2.4.1.4,Amylosucrase.,"Sucrose + {(1,4)-alpha-D-glucosyl}(N) = D-fructose + {(1,4)-alpha-D- glucosyl}(N+1).",\N,\N,Starch and sucrose metabolism,Metabolism of Complex Carbohydrates,METABOLIC
7306,1.1.-.-,Acting on the CH-OH group of donors.,\N,\N,\N,Benzoate degradation via CoA ligation,Biodegradation of Xenobiotics,METABOLIC
7306,1.1.-.-,Acting on the CH-OH group of donors.,\N,\N,\N,Ethylbenzene degradation,Biodegradation of Xenobiotics,METABOLIC
7317,2.5.1.18,Glutathione transferase.,RX + glutathione = HX + R-S-glutathione.,\N,\N,Glutathione metabolism,Metabolism of Other Amino Acids,METABOLIC
7321,1.14.13.1,Salicylate 1-monooxygenase.,Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).,FAD.,\N,Fluorene degradation,Biodegradation of Xenobiotics,METABOLIC
7321,1.14.13.1,Salicylate 1-monooxygenase.,Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).,FAD.,\N,Nitorobenzene degradation,Biodegradation of Xenobiotics,METABOLIC
7323,1.2.1.31,Aminoadipate-semialdehyde dehydrogenase.,L-2-aminoadipate 6-semialdehyde + NADP(+) + H(2)O = L-2-aminoadipate + NADPH.,\N,\N,Lysine biosynthesis,Amino Acid Metabolism,METABOLIC
7323,1.2.1.31,Aminoadipate-semialdehyde dehydrogenase.,L-2-aminoadipate 6-semialdehyde + NADP(+) + H(2)O = L-2-aminoadipate + NADPH.,\N,\N,Lysine degradation,Amino Acid Metabolism,METABOLIC
7336,3.1.3.48,Protein-tyrosine-phosphatase.,Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.,\N,\N,\N,\N,\N
7341,3.5.4.-,In cyclic amidines.,\N,\N,\N,\N,\N,\N
7342,6.3.2.19,Ubiquitin--protein ligase.,ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.,\N,\N,\N,\N,\N
7351,2.7.1.47,D-ribulokinase.,ATP + D-ribulose = ADP + D-ribulose 5-phosphate.,\N,\N,Pentose and glucuronate interconversions,Carbohydrate Metabolism,METABOLIC
7355,3.1.2.1,Acetyl-CoA hydrolase.,Acetyl-CoA + H(2)O = CoA + acetate.,\N,\N,Pyruvate metabolism,Carbohydrate Metabolism,METABOLIC
7360,1.13.99.1,Myo-inositol oxygenase.,Myo-inositol + O(2) = D-glucuronate + H(2)O.,Iron.,\N,Inositol phosphate metabolism,Metabolism of Complex Lipids,METABOLIC
7361,1.1.1.156,Glycerol 2-dehydrogenase (NADP+).,Glycerol + NADP(+) = glycerone + NADPH.,\N,\N,Glycerolipid metabolism,Metabolism of Complex Lipids,METABOLIC
7366,2.4.1.123,Inositol 1-alpha-galactosyltransferase.,UDP-galactose + myo-inositol = UDP + 1-O-alpha-D-galactosyl-D-myo- inositol.,\N,\N,Galactose metabolism,Carbohydrate Metabolism,METABOLIC
7368,6.2.1.-,Acid--thiol ligases.,\N,\N,\N,Ethylbenzene degradation,Biodegradation of Xenobiotics,METABOLIC
7368,6.2.1.-,Acid--thiol ligases.,\N,\N,\N,Propanoate metabolism,Carbohydrate Metabolism,METABOLIC
7369,1.6.2.2,Cytochrome-b5 reductase.,NADH + 2 ferricytochrome b5 = NAD(+) + 2 ferrocytochrome b5.,FAD.,"Methemoglobinemia enzymopathic forms I, II, III; MIM:250800.",\N,\N,\N
7374,6.3.2.19,Ubiquitin--protein ligase.,ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.,\N,\N,\N,\N,\N
7376,2.3.1.24,Sphingosine N-acyltransferase.,Acyl-CoA + sphingosine = CoA + N-acylsphingosine.,\N,\N,Sphingoglycolipid metabolism,Metabolism of Complex Lipids,METABOLIC
7376,2.3.1.24,Sphingosine N-acyltransferase.,Acyl-CoA + sphingosine = CoA + N-acylsphingosine.,\N,\N,Sphingophospholipid biosynthesis,Metabolism of Complex Lipids,METABOLIC
7377,6.3.2.19,Ubiquitin--protein ligase.,ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.,\N,\N,\N,\N,\N
7382,1.1.1.250,D-arabinitol 2-dehydrogenase.,D-arabinitol + NAD(+) = D-ribulose + NADH.,\N,\N,\N,\N,\N
7386,4.1.1.1,Pyruvate decarboxylase.,A 2-oxo acid = an aldehyde + CO(2).,Thiamine pyrophosphate.,\N,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism,METABOLIC
7393,1.1.1.101,Acylglycerone-phosphate reductase.,1-palmitoylglycerol 3-phosphate + NADP(+) = palmitoylglycerone phosphate + NADPH.,\N,\N,\N,\N,\N
7396,6.3.2.19,Ubiquitin--protein ligase.,ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.,\N,\N,\N,\N,\N
7397,3.4.24.-,Metalloendopeptidases.,\N,\N,\N,\N,\N,\N
7399,1.14.11.-,"With 2-oxoglutarate as one donor, and incorporation of one",\N,\N,\N,\N,\N,\N
7400,3.4.25.1,Proteasome endopeptidase complex.,Cleavage at peptide bonds with very broad specificity.,\N,\N,\N,\N,\N
7404,5.3.1.6,Ribose 5-phosphate epimerase.,D-ribose 5-phosphate = D-ribulose 5-phosphate.,\N,\N,Carbon fixation,Energy Metabolism,METABOLIC
7404,5.3.1.6,Ribose 5-phosphate epimerase.,D-ribose 5-phosphate = D-ribulose 5-phosphate.,\N,\N,Pentose phosphate pathway,Carbohydrate Metabolism,METABOLIC
7408,5.3.1.1,Triosephosphate isomerase.,D-glyceraldehyde 3-phosphate = glycerone phosphate.,\N,Hemolytic anemia due to triosephosphate isomerase deficiency; MIM:190450.,Carbon fixation,Energy Metabolism,METABOLIC
7408,5.3.1.1,Triosephosphate isomerase.,D-glyceraldehyde 3-phosphate = glycerone phosphate.,\N,Hemolytic anemia due to triosephosphate isomerase deficiency; MIM:190450.,Glycerolipid metabolism,Metabolism of Complex Lipids,METABOLIC
7408,5.3.1.1,Triosephosphate isomerase.,D-glyceraldehyde 3-phosphate = glycerone phosphate.,\N,Hemolytic anemia due to triosephosphate isomerase deficiency; MIM:190450.,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism,METABOLIC
7408,5.3.1.1,Triosephosphate isomerase.,D-glyceraldehyde 3-phosphate = glycerone phosphate.,\N,Hemolytic anemia due to triosephosphate isomerase deficiency; MIM:190450.,Fructose and mannose metabolism,Carbohydrate Metabolism,METABOLIC
7408,5.3.1.1,Triosephosphate isomerase.,D-glyceraldehyde 3-phosphate = glycerone phosphate.,\N,Hemolytic anemia due to triosephosphate isomerase deficiency; MIM:190450.,Inositol metabolism,Carbohydrate Metabolism,METABOLIC
7411,1.2.4.1,Pyruvate dehydrogenase (lipoamide).,Pyruvate + lipoamide = S-acetyldihydrolipoamide + CO(2).,Thiamine pyrophosphate.,Ataxia with lactic acidosis I; MIM:208800.,"Valine, leucine and isoleucine biosynthesis",Amino Acid Metabolism,METABOLIC
7411,1.2.4.1,Pyruvate dehydrogenase (lipoamide).,Pyruvate + lipoamide = S-acetyldihydrolipoamide + CO(2).,Thiamine pyrophosphate.,Ataxia with lactic acidosis I; MIM:208800.,Butanoate metabolism,Carbohydrate Metabolism,METABOLIC
7411,1.2.4.1,Pyruvate dehydrogenase (lipoamide).,Pyruvate + lipoamide = S-acetyldihydrolipoamide + CO(2).,Thiamine pyrophosphate.,Ataxia with lactic acidosis I; MIM:208800.,Pyruvate metabolism,Carbohydrate Metabolism,METABOLIC
7411,1.2.4.1,Pyruvate dehydrogenase (lipoamide).,Pyruvate + lipoamide = S-acetyldihydrolipoamide + CO(2).,Thiamine pyrophosphate.,Ataxia with lactic acidosis I; MIM:208800.,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism,METABOLIC
